ID_Establecimiento;Nombre;Coordenadas;Tipo Establecimiento;Establecimiento Oficial;Servicio Establecimiento;Descripcion Servicio ;Calificacion;Comentario
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Gimnasio;Gimnasio;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Tennis;Cancha de Tennis;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Futbol;Cancha de Futbol;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Spa;Spa;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Piscina;Piscina;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Gimnasio;Gimnasio;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Tennis;Cancha de Tennis;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Futbol;Cancha de Futbol;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Spa;Spa;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Piscina;Piscina;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Gimnasio;Gimnasio;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Tennis;Cancha de Tennis;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Futbol;Cancha de Futbol;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Spa;Spa;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Piscina;Piscina;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Gimnasio;Gimnasio;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Tennis;Cancha de Tennis;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Futbol;Cancha de Futbol;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Spa;Spa;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Piscina;Piscina;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Gimnasio;Gimnasio;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Tennis;Cancha de Tennis;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Futbol;Cancha de Futbol;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Spa;Spa;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Piscina;Piscina;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Gimnasio;Gimnasio;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Tennis;Cancha de Tennis;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Futbol;Cancha de Futbol;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Spa;Spa;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Piscina;Piscina;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Gimnasio;Gimnasio;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Tennis;Cancha de Tennis;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Futbol;Cancha de Futbol;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Spa;Spa;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Piscina;Piscina;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Gimnasio;Gimnasio;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Tennis;Cancha de Tennis;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Futbol;Cancha de Futbol;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Spa;Spa;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Piscina;Piscina;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Gimnasio;Gimnasio;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Tennis;Cancha de Tennis;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Futbol;Cancha de Futbol;2;Fallaron
7;Kentucky Fried Chicken;48.87146,2.3550;Restaurantes;Si;Servicio a domicilio; Servicio a domicilio;2;Fallaron
7;Kentucky Fried Chicken;48.87146,2.3550;Restaurantes;Si;Servicio a domicilio; Servicio a domicilio;2;Fallaron
7;Kentucky Fried Chicken;48.87146,2.3550;Restaurantes;Si;Servicio a domicilio; Servicio a domicilio;2;Fallaron
7;Kentucky Fried Chicken;48.87146,2.3550;Restaurantes;Si;Servicio a domicilio; Servicio a domicilio;2;Fallaron
7;Kentucky Fried Chicken;48.87146,2.3550;Restaurantes;Si;Servicio a domicilio; Servicio a domicilio;2;Fallaron
7;Kentucky Fried Chicken;48.87146,2.3550;Restaurantes;Si;Servicio a domicilio; Servicio a domicilio;2;Fallaron
7;Kentucky Fried Chicken;48.87146,2.3550;Restaurantes;Si;Servicio a domicilio; Servicio a domicilio;2;Fallaron
7;Kentucky Fried Chicken;48.87146,2.3550;Restaurantes;Si;Servicio a domicilio; Servicio a domicilio;2;Fallaron
7;Kentucky Fried Chicken;48.87146,2.3550;Restaurantes;Si;Servicio a domicilio; Servicio a domicilio;2;Fallaron
7;Kentucky Fried Chicken;48.87146,2.3550;Restaurantes;Si;Servicio a domicilio; Servicio a domicilio;2;Fallaron
7;Kentucky Fried Chicken;48.87146,2.3550;Restaurantes;Si;Servicio a domicilio; Servicio a domicilio;2;Fallaron
7;Kentucky Fried Chicken;48.87146,2.3550;Restaurantes;Si;Servicio a domicilio; Servicio a domicilio;2;Fallaron
3;Kloster;48.87146,2.3550;Restaurantes;Si;Servicio a domicilio; Servicio a domicilio;2;Fallaron
3;Kloster;48.87146,2.3550;Restaurantes;Si;Reserva de mesas;Reserva de mesas;2;Fallaron
3;Kloster;48.87146,2.3550;Restaurantes;Si;Servicio a domicilio; Servicio a domicilio;2;Fallaron
3;Kloster;48.87146,2.3550;Restaurantes;Si;Reserva de mesas;Reserva de mesas;2;Fallaron
3;Kloster;48.87146,2.3550;Restaurantes;Si;Servicio a domicilio; Servicio a domicilio;4;Fallaron
3;Kloster;48.87146,2.3550;Restaurantes;Si;Reserva de mesas;Reserva de mesas;4;Fallaron
3;Kloster;48.87146,2.3550;Restaurantes;Si;Servicio a domicilio; Servicio a domicilio;4;Fallaron
3;Kloster;48.87146,2.3550;Restaurantes;Si;Reserva de mesas;Reserva de mesas;4;Fallaron
24;Vitatrac;47.87145,2.4549;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;4;Fallaron
24;Vitatrac;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;4;Fallaron
24;Vitatrac;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas mecanicas;Servicio de cajas mecanicas;4;Fallaron
24;Vitatrac;47.87145,2.4549;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;4;Fallaron
24;Vitatrac;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;4;Fallaron
24;Vitatrac;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas mecanicas;Servicio de cajas mecanicas;4;Fallaron
24;Vitatrac;47.87145,2.4549;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;3;Fallaron
24;Vitatrac;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;3;Fallaron
24;Vitatrac;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas mecanicas;Servicio de cajas mecanicas;3;Fallaron
24;Vitatrac;47.87145,2.4549;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;3;Fallaron
24;Vitatrac;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;3;Fallaron
24;Vitatrac;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas mecanicas;Servicio de cajas mecanicas;3;Fallaron
29;Continental Motores;47.87145,2.4549;Taller Mecanico;Si;Mantenimiento Preventivo;Mantenimiento Preventivo;7;Nitido
29;Continental Motores;47.87145,2.4549;Taller Mecanico;Si;Alineacion;Alineacion;7;Nitido
2;Hacienda Real;48.87146,2.3550;Restaurantes;Si;Servicio a domicilio; Servicio a domicilio;7;Nitido
2;Hacienda Real;48.87146,2.3550;Restaurantes;Si;Reserva de mesas;Reserva de mesas;7;Nitido
28;Caribe Motores;47.87145,2.4549;Taller Mecanico;Si;Mantenimiento Preventivo;Mantenimiento Preventivo;7;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;7;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;7;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;7;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;7;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;7;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;7;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;7;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;7;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;7;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;7;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;7;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;7;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;7;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;7;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;7;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;7;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;7;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;7;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;7;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;7;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;6;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;6;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;6;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;6;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
28;Caribe Motores;47.87145,2.4549;Taller Mecanico;Si;Mantenimiento Preventivo;Mantenimiento Preventivo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Balanceo;Balanceo;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Alineacion;Alineacion;5;Nitido
21;Enauto;47.87146,2.4550;Taller Mecanico;Si;Enderezado y pintura;Enderezado y pintura;5;Nitido
